2024-05-14 10:21:19 INFO  Keywords:92 - Navigate is called
2024-05-14 10:21:23 INFO  Keywords:120 - InputText is called
2024-05-14 10:21:23 INFO  Keywords:281 - Waiting for webElement...login.username
2024-05-14 10:21:24 INFO  Keywords:285 - Element found...login.username
2024-05-14 10:21:24 INFO  Keywords:120 - InputText is called
2024-05-14 10:21:24 INFO  Keywords:281 - Waiting for webElement...login.password
2024-05-14 10:21:24 INFO  Keywords:285 - Element found...login.password
2024-05-14 10:21:24 INFO  Keywords:133 - ClickOnLink is called
2024-05-14 10:21:24 INFO  Keywords:281 - Waiting for webElement...login.loginbutton
2024-05-14 10:21:24 INFO  Keywords:285 - Element found...login.loginbutton
2024-05-14 10:21:34 INFO  Keywords:281 - Waiting for webElement...userlist.partner
2024-05-14 10:21:34 INFO  Keywords:285 - Element found...userlist.partner
2024-05-14 10:21:45 INFO  Keywords:281 - Waiting for webElement...userlist.userrole
2024-05-14 10:21:45 INFO  Keywords:285 - Element found...userlist.userrole
2024-05-14 10:21:45 INFO  Keywords:120 - InputText is called
2024-05-14 10:21:45 INFO  Keywords:281 - Waiting for webElement...userlist.loginID
2024-05-14 10:21:45 INFO  Keywords:285 - Element found...userlist.loginID
2024-05-14 10:21:46 INFO  Keywords:133 - ClickOnLink is called
2024-05-14 10:21:46 INFO  Keywords:281 - Waiting for webElement...userlist.search
2024-05-14 10:21:46 INFO  Keywords:285 - Element found...userlist.search
2024-05-14 10:21:56 INFO  Keywords:133 - ClickOnLink is called
2024-05-14 10:21:56 INFO  Keywords:281 - Waiting for webElement...userlist.selectuser
2024-05-14 10:21:56 INFO  Keywords:285 - Element found...userlist.selectuser
2024-05-14 10:21:56 INFO  Keywords:133 - ClickOnLink is called
2024-05-14 10:21:56 INFO  Keywords:281 - Waiting for webElement...userlist.login
2024-05-14 10:21:56 INFO  Keywords:285 - Element found...userlist.login
2024-05-14 10:22:12 INFO  Keywords:281 - Waiting for webElement...userinformation.initialaction
2024-05-14 10:22:12 INFO  Keywords:285 - Element found...userinformation.initialaction
2024-05-14 10:22:13 INFO  Keywords:281 - Waiting for webElement...userinformation.rawxml
2024-05-14 10:22:13 INFO  Keywords:285 - Element found...userinformation.rawxml
2024-05-14 10:22:25 INFO  Keywords:440 - switching to parent window...
2024-05-14 10:23:20 INFO  Keywords:133 - ClickOnLink is called
2024-05-14 10:23:20 INFO  Keywords:281 - Waiting for webElement...userinformation.samllogin
2024-05-14 10:23:20 INFO  Keywords:285 - Element found...userinformation.samllogin
2024-05-14 10:23:30 INFO  Keywords:281 - Waiting for webElement...carrier.Account
2024-05-14 10:23:39 INFO  Keywords:285 - Element found...carrier.Account
2024-05-14 10:23:49 INFO  Keywords:281 - Waiting for webElement...carrier.AgentName
2024-05-14 10:23:49 INFO  Keywords:285 - Element found...carrier.AgentName
2024-05-14 10:24:09 INFO  Keywords:281 - Waiting for webElement...Carrier.SolicitationState
2024-05-14 10:24:10 INFO  Keywords:285 - Element found...Carrier.SolicitationState
2024-05-14 10:24:20 INFO  Keywords:281 - Waiting for webElement...carrier.carrierName
2024-05-14 10:24:20 INFO  Keywords:285 - Element found...carrier.carrierName
2024-05-14 10:24:30 INFO  Keywords:281 - Waiting for webElement...carrier.carrierProduct
2024-05-14 10:24:30 INFO  Keywords:285 - Element found...carrier.carrierProduct
2024-05-14 10:24:40 INFO  Keywords:133 - ClickOnLink is called
2024-05-14 10:24:40 INFO  Keywords:281 - Waiting for webElement...next
2024-05-14 10:24:40 INFO  Keywords:285 - Element found...next
2024-05-14 10:24:50 INFO  Keywords:281 - Waiting for webElement...plan.accountDesignation
2024-05-14 10:24:57 INFO  Keywords:285 - Element found...plan.accountDesignation
2024-05-14 10:25:08 INFO  Keywords:281 - Waiting for webElement...plan.planType
