2024-04-24 16:43:42 INFO  Keywords:92 - Navigate is called
2024-04-24 16:43:49 INFO  Keywords:120 - InputText is called
2024-04-24 16:43:49 INFO  Keywords:281 - Waiting for webElement...login.username
2024-04-24 16:43:49 INFO  Keywords:285 - Element found...login.username
2024-04-24 16:43:50 INFO  Keywords:120 - InputText is called
2024-04-24 16:43:50 INFO  Keywords:281 - Waiting for webElement...login.password
2024-04-24 16:43:50 INFO  Keywords:285 - Element found...login.password
2024-04-24 16:43:50 INFO  Keywords:133 - ClickOnLink is called
2024-04-24 16:43:50 INFO  Keywords:281 - Waiting for webElement...login.loginbutton
2024-04-24 16:43:50 INFO  Keywords:285 - Element found...login.loginbutton
2024-04-24 16:44:00 INFO  Keywords:281 - Waiting for webElement...userlist.partner
2024-04-24 16:44:00 INFO  Keywords:285 - Element found...userlist.partner
2024-04-24 16:44:10 INFO  Keywords:281 - Waiting for webElement...userlist.userrole
2024-04-24 16:44:10 INFO  Keywords:285 - Element found...userlist.userrole
2024-04-24 16:44:10 INFO  Keywords:120 - InputText is called
2024-04-24 16:44:10 INFO  Keywords:281 - Waiting for webElement...userlist.loginID
2024-04-24 16:44:10 INFO  Keywords:285 - Element found...userlist.loginID
2024-04-24 16:44:10 INFO  Keywords:133 - ClickOnLink is called
2024-04-24 16:44:10 INFO  Keywords:281 - Waiting for webElement...userlist.search
2024-04-24 16:44:10 INFO  Keywords:285 - Element found...userlist.search
2024-04-24 16:44:20 INFO  Keywords:133 - ClickOnLink is called
2024-04-24 16:44:20 INFO  Keywords:281 - Waiting for webElement...userlist.selectuser
2024-04-24 16:44:20 INFO  Keywords:285 - Element found...userlist.selectuser
2024-04-24 16:44:20 INFO  Keywords:133 - ClickOnLink is called
2024-04-24 16:44:20 INFO  Keywords:281 - Waiting for webElement...userlist.login
2024-04-24 16:44:20 INFO  Keywords:285 - Element found...userlist.login
2024-04-24 16:44:33 INFO  Keywords:281 - Waiting for webElement...userinformation.initialaction
2024-04-24 16:44:33 INFO  Keywords:285 - Element found...userinformation.initialaction
2024-04-24 16:44:33 INFO  Keywords:281 - Waiting for webElement...userinformation.rawxml
2024-04-24 16:44:33 INFO  Keywords:285 - Element found...userinformation.rawxml
2024-04-24 16:44:44 INFO  Keywords:440 - switching to parent window...
2024-04-24 16:45:08 INFO  Keywords:133 - ClickOnLink is called
2024-04-24 16:45:08 INFO  Keywords:281 - Waiting for webElement...userinformation.samllogin
2024-04-24 16:45:08 INFO  Keywords:285 - Element found...userinformation.samllogin
2024-04-24 16:45:18 INFO  Keywords:281 - Waiting for webElement...carrier.Account
2024-04-24 16:45:23 INFO  Keywords:285 - Element found...carrier.Account
2024-04-24 16:45:33 INFO  Keywords:281 - Waiting for webElement...carrier.AgentName
2024-04-24 16:45:33 INFO  Keywords:285 - Element found...carrier.AgentName
2024-04-24 16:45:43 INFO  Keywords:281 - Waiting for webElement...Carrier.SolicitationState
2024-04-24 16:45:43 INFO  Keywords:285 - Element found...Carrier.SolicitationState
2024-04-24 16:45:53 INFO  Keywords:281 - Waiting for webElement...carrier.carrierName
2024-04-24 16:45:53 INFO  Keywords:285 - Element found...carrier.carrierName
2024-04-24 16:46:03 INFO  Keywords:281 - Waiting for webElement...carrier.carrierProduct
2024-04-24 16:46:03 INFO  Keywords:285 - Element found...carrier.carrierProduct
2024-04-24 16:46:14 INFO  Keywords:133 - ClickOnLink is called
2024-04-24 16:46:14 INFO  Keywords:281 - Waiting for webElement...next
2024-04-24 16:46:14 INFO  Keywords:285 - Element found...next
2024-04-24 16:46:24 INFO  Keywords:281 - Waiting for webElement...plan.accountDesignation
2024-04-24 16:46:25 INFO  Keywords:285 - Element found...plan.accountDesignation
2024-04-24 16:46:35 INFO  Keywords:281 - Waiting for webElement...plan.planType
2024-04-24 16:46:35 INFO  Keywords:285 - Element found...plan.planType
2024-04-24 16:46:45 INFO  Keywords:281 - Waiting for webElement...plan.ownerType
2024-04-24 16:46:45 INFO  Keywords:285 - Element found...plan.ownerType
2024-04-24 16:46:45 INFO  Keywords:281 - Waiting for webElement...plan.owninsuranceplan
2024-04-24 16:46:45 INFO  Keywords:285 - Element found...plan.owninsuranceplan
2024-04-24 16:46:45 INFO  Keywords:281 - Waiting for webElement...plan.Does_client_consent_Pacific
2024-04-24 16:46:46 INFO  Keywords:285 - Element found...plan.Does_client_consent_Pacific
2024-04-24 16:46:46 INFO  Keywords:281 - Waiting for webElement...plan.Please_apply_premium_specified_allocation
2024-04-24 16:46:46 INFO  Keywords:285 - Element found...plan.Please_apply_premium_specified_allocation
2024-04-24 16:46:46 INFO  Keywords:133 - ClickOnLink is called
2024-04-24 16:46:46 INFO  Keywords:281 - Waiting for webElement...next
2024-04-24 16:46:46 INFO  Keywords:285 - Element found...next
2024-04-24 16:46:59 INFO  Keywords:120 - InputText is called
